,x_1,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_22,x_23,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58
1286,28,0,8,63,125,0,0,0,0,0,1,0,0,0,0,0,17,55,13,1,87,12,74,145,36,17,0,0,0,0,79,39,360,68,1,9,9,2,0,8,64,15,0,0,0,0,0,0,0,0,0,0,0,47,41
1287,33,10,15,62,150,0,0,1,0,0,0,2,0,0,0,0,16,75,7,1,73,13,95,174,54,12,0,0,0,0,77,31,410,52,0,9,9,2,0,8,62,16,0,0,0,0,0,0,0,0,0,0,0,43,37
1288,20,10,2,59,92,0,0,0,0,0,0,1,0,0,0,1,12,85,7,1,60,13,62,118,26,8,0,0,0,0,77,35,460,59,1,5,8,3,0,5,58,16,0,0,0,0,0,0,0,0,0,0,0,47,39
1289,17,10,4,63,102,0,0,0,0,0,0,0,0,0,0,0,10,15,7,1,25,11,70,120,23,11,0,0,0,0,82,35,470,61,0,8,9,3,0,10,61,16,0,0,0,0,0,0,0,0,0,0,0,46,40
1290,28,0,0,63,160,0,0,0,0,0,0,0,0,0,0,0,12,55,15,1,67,12,80,163,35,12,1,0,0,0,83,39,460,56,1,9,9,2,0,6,65,18,0,0,0,0,0,0,0,0,0,0,0,46,39
1291,20,8,4,66,115,0,0,0,0,0,1,1,0,0,0,0,14,75,10,1,73,13,70,142,25,12,0,0,0,0,81,36,500,66,0,8,9,0,3,3,75,22,0,0,0,0,0,0,0,0,0,0,0,45,40
1292,26,40,1,69,173,0,0,0,0,0,0,1,0,1,0,0,8,45,10,1,60,14,70,201,32,11,0,0,0,0,80,31,460,85,1,8,9,2,0,8,63,18,0,0,0,0,0,0,0,0,0,0,0,47,44
1293,22,0,0,66,105,0,0,0,0,0,1,1,0,1,0,0,12,35,10,1,53,18,78,144,25,12,0,1,0,0,84,36,330,64,1,5,9,0,3,6,62,16,0,0,0,0,0,0,0,0,0,0,0,46,45
1294,19,2,3,63,122,0,0,1,1,0,0,0,0,0,0,0,12,55,7,1,43,12,68,148,20,9,0,0,0,0,81,32,275,57,1,8,8,2,0,6,66,18,0,0,0,0,0,0,0,0,0,0,0,46,43
1295,28,0,0,61,120,0,0,1,1,0,0,0,0,0,0,1,12,85,7,1,83,11,78,136,28,12,0,0,0,0,90,33,460,74,0,7,8,3,0,3,46,13,0,0,0,0,0,0,0,0,0,0,0,45,39
1296,26,0,0,64,174,0,0,0,0,0,1,2,0,0,0,0,12,45,12,1,70,11,78,175,35,12,0,0,0,0,82,32,670,56,0,9,9,2,0,3,42,12,0,0,0,0,0,0,0,0,0,0,0,46,41
1297,29,0,0,65,144,0,0,0,0,0,1,0,0,1,1,0,12,45,15,1,70,12,80,167,38,12,0,0,0,0,77,33,545,66,0,9,9,2,0,2,55,21,0,0,0,0,0,0,0,0,0,0,0,47,41
1298,20,20,10,61,120,0,0,0,0,0,0,2,0,0,0,0,8,35,15,1,57,11,60,139,21,12,0,0,0,0,81,37,270,75,1,9,9,2,0,3,61,18,0,0,0,0,0,0,0,0,0,0,0,46,41
1299,21,0,3,60,113,0,0,0,0,0,0,0,0,0,1,0,13,45,10,1,83,12,84,131,23,17,0,0,0,0,77,28,290,42,0,9,9,4,0,11,44,12,0,0,0,0,0,0,0,0,0,0,0,45,34
1300,24,0,1,61,122,0,0,0,0,0,0,2,0,0,0,0,13,75,12,1,93,12,80,138,25,18,2,0,0,0,80,29,400,59,1,8,9,2,0,9,60,20,1,0,0,0,0,0,0,0,0,0,0,46,38
1301,18,20,4,64,112,0,0,0,0,0,0,0,0,0,0,0,11,45,10,1,40,12,78,132,21,9,0,0,0,0,78,39,510,62,1,9,9,2,0,3,55,16,0,0,0,0,0,0,0,0,0,0,0,46,40
1302,23,20,8,63,110,0,0,0,0,0,0,0,1,0,0,0,12,75,6,1,70,12,80,133,25,12,0,0,0,0,79,37,475,69,1,9,9,3,0,2,61,21,0,0,0,0,0,0,0,0,0,0,0,47,42
1303,17,30,6,61,110,0,0,0,0,0,0,0,1,0,0,0,9,25,10,1,37,11,40,145,21,11,0,0,0,0,82,39,550,83,0,8,9,3,0,8,56,16,0,0,0,0,0,0,0,0,0,0,0,45,41
1304,18,0,5,61,130,0,0,2,0,0,0,0,2,1,0,0,9,55,10,1,53,11,76,165,22,11,0,0,0,0,76,31,530,75,1,8,8,2,2,3,56,16,0,0,0,0,1,0,0,0,0,0,1,46,40
1305,18,0,5,61,130,0,0,2,0,0,0,0,2,1,0,0,9,55,10,1,53,11,76,165,22,11,0,0,0,0,81,33,580,61,1,8,9,3,3,6,65,20,0,0,0,0,0,0,0,0,0,0,0,46,40
1306,24,3,5,69,123,0,0,0,0,0,0,0,0,1,0,1,18,45,7,1,83,12,68,140,24,17,0,0,0,0,80,36,230,37,0,9,9,0,2,9,57,19,0,0,0,0,0,0,0,0,0,0,0,44,41
1307,25,0,0,67,125,0,0,0,0,1,0,1,0,1,0,1,12,35,8,1,77,14,78,151,27,17,0,0,0,0,82,33,440,51,0,8,9,0,3,4,53,15,0,0,0,0,0,0,0,0,0,0,0,46,41
1308,22,8,5,64,120,0,0,0,0,0,1,3,0,2,0,1,15,95,3,1,73,10,80,138,23,12,0,0,0,0,66,29,340,44,0,6,9,3,0,3,64,16,5,0,0,0,0,0,0,0,0,0,2,46,32
1309,29,10,2,65,129,0,0,0,0,0,0,0,0,1,0,0,12,35,10,1,70,13,60,150,29,12,0,0,0,0,82,27,500,84,0,9,9,3,0,3,60,19,0,0,0,0,0,0,0,0,0,0,0,43,43
1310,17,20,2,63,112,0,0,0,0,0,0,0,0,0,0,0,11,75,20,1,70,13,79,134,18,10,0,0,0,0,77,28,380,57,0,8,9,2,0,3,62,16,0,0,0,0,0,0,0,0,0,0,0,44,42
1311,21,3,8,59,84,0,0,0,0,0,5,0,0,0,0,0,12,35,10,1,43,13,80,107,22,12,0,0,0,0,80,39,395,59,1,9,9,2,0,3,48,14,0,0,0,0,0,0,0,0,0,0,0,45,39
1312,22,10,11,64,98,0,0,0,0,0,1,1,0,0,0,0,10,55,10,1,63,14,60,112,24,12,1,0,0,1,78,25,290,52,1,8,9,3,0,4,60,19,0,0,0,0,0,0,0,0,0,0,0,45,40
1313,23,0,0,64,115,0,0,0,0,0,0,0,0,1,0,1,12,75,10,1,70,14,70,128,21,12,0,0,0,0,84,32,350,56,1,3,8,4,0,7,50,14,0,0,0,1,0,0,0,0,0,0,2,46,35
1314,17,10,2,69,101,0,1,0,0,0,0,1,0,0,0,0,9,55,8,1,53,12,58,116,22,10,0,1,0,0,74,25,275,51,1,8,8,3,0,12,61,18,0,0,0,0,0,0,0,0,0,0,0,46,40
1315,23,18,5,62,120,0,0,0,0,0,0,0,0,0,0,0,12,75,10,1,73,12,70,138,22,12,0,0,0,0,83,41,450,59,0,9,9,2,0,7,61,18,0,0,0,0,0,0,0,0,0,0,0,44,44
1316,25,20,7,62,120,0,1,0,0,0,0,1,0,1,0,0,12,55,8,1,63,12,86,148,24,12,0,0,0,0,80,38,475,57,0,7,9,3,0,1,71,22,0,0,0,0,0,0,0,0,0,0,0,45,45
1317,19,0,2,54,105,0,0,0,0,0,3,1,0,0,1,0,9,35,10,1,33,12,60,111,22,8,0,1,0,0,77,35,360,20,0,8,9,3,0,6,56,16,0,0,0,0,0,0,0,0,0,0,0,43,38
1318,19,40,3,62,144,0,0,0,0,0,1,0,0,1,1,0,12,35,15,1,33,13,88,152,22,9,0,0,0,0,78,31,470,59,1,9,9,0,2,1,54,16,0,0,0,0,0,0,0,0,0,0,0,45,41
1319,25,0,0,64,123,0,0,0,0,0,1,0,0,0,0,0,17,35,7,1,77,10,54,141,26,17,0,0,0,0,79,35,490,49,0,5,8,0,2,7,50,15,0,0,0,0,0,0,0,0,0,0,0,46,38
1320,29,0.5,11,64,120,0,0,1,0,0,2,1,0,0,0,1,17,35,7,1,77,12,64,141,25,17,0,0,0,0,82,39,460,73,1,9,9,2,0,7,62,18,0,0,0,0,0,0,0,0,0,0,0,45,39
1321,26,4,7,62,112,0,0,0,0,0,0,0,0,0,0,0,12,55,15,1,67,13,65,135,27,12,0,0,0,0,80,33,450,38,1,7,9,3,0,6,45,13,0,0,0,0,0,0,0,0,0,0,0,44,48
1322,24,35,8,63,122,0,0,0,0,0,0,1,0,0,0,0,12,75,6,1,70,13,80,151,29,12,0,0,0,0,78,40,500,61,0,8,9,3,0,2,49,14,0,0,0,0,0,0,0,0,0,0,0,46,44
1323,25,25,9,63,127,0,0,0,0,0,1,2,0,0,0,0,12,65,8,1,67,12,70,142,30,12,0,0,0,0,79,35,390,37,0,3,9,2,0,8,65,21,0,0,0,0,0,0,0,0,0,0,0,45,42
1324,33,20,18,63,137,4,0,0,0,0,0,0,0,0,0,0,12,45,12,1,50,13,80,165,35,12,0,0,0,0,77,26,450,98,0,9,9,3,0,5,72,22,0,0,0,0,0,0,0,0,0,0,0,45,41
1325,41,0,0,64,150,0,0,0,0,0,0,3,0,1,0,1,12,65,10,1,77,14,72,169,41,12,0,0,0,0,79,30,440,54,0,9,9,2,0,3,56,16,0,0,0,0,0,0,0,0,0,0,0,46,41
1326,29,0,2,60,156,0,0,0,1,0,1,1,0,0,0,1,9,35,7,1,33,9,90,164,22,8,0,1,0,0,84,29,390,64,0,7,7,2,0,3,64,20,0,0,0,1,0,0,0,0,0,0,2,46,41
1327,31,1,14,60,166,0,0,3,1,0,1,1,1,1,0,1,9,75,10,1,40,9,95,172,24,7,0,1,0,0,78,32,450,46,0,9,9,2,0,1,64,21,0,0,0,0,0,0,0,0,0,0,0,45,43
1328,29,0,0,62,121,0,0,0,0,1,0,0,0,0,0,0,5,45,8,1,60,13,70,148,31,12,0,0,0,0,76,35,520,76,1,9,9,0,2,6,54,17,0,0,0,0,0,0,0,0,0,0,0,46,39
1329,21,0,6,63,105,0,0,0,0,0,0,1,0,0,0,0,14,15,13,1,43,13,70,126,23,12,0,0,0,0,81,31,330,48,1,10,9,2,0,7,58,18,0,0,0,0,0,0,0,0,0,0,0,47,41
1330,44,0,0,61,157,0,0,0,0,0,4,0,0,0,0,0,12,75,10,1,60,13,60,180,45,8,0,0,0,0,83,38,450,77,1,5,9,3,0,13,53,15,0,0,0,0,0,0,0,0,0,0,0,46,40
1331,22,0,0.5,64,116,0,0,0,0,0,0,0,0,0,0,0,16,55,7,1,87,12,78,132,26,17,0,0,0,0,84,41,330,53,1,10,10,3,0,5,65,16,0,0,0,0,2,0,0,0,0,0,2,45,38
1332,23,0,2,62,102,0,0,0,0,0,0,0,0,1,1,0,17,25,7,1,63,12,60,125,23,14,0,0,0,0,82,38,360,72,0,4,9,0,2,4,52,16,3,0,0,1,0,0,0,0,0,0,1,46,40
1333,25,0,0,64,144,0,0,0,0,0,0,1,0,0,0,0,12,65,10,1,67,13,70,158,26,12,0,0,0,0,73,28,440,49,0,7,9,0,2,3,48,15,0,0,0,0,0,0,0,0,0,0,0,44,40
1334,23,5,4,63,128,1,1,0,1,0,0,1,0,1,0,1,11,65,5,1,67,12,78,146,28,12,0,1,0,0,83,31,325,68,0,9,9,2,0,6,58,16,5,0,0,0,0,0,0,0,0,0,1,44,40
1335,25,7,9,63,127,1,1,0,0,0,0,1,0,0,0,1,11,65,8,1,67,13,80,138,30,12,0,0,0,0,82,28,340,27,1,8,9,3,0,7,58,18,0,0,0,0,0,0,0,0,0,0,0,45,40
1336,26,20,9,60,88,0,0,0,0,0,1,0,0,0,0,0,11,35,9,1,40,12,70,113,30,9,0,0,0,0,75,33,400,92,1,9,9,2,0,3,71,22,0,0,0,0,0,0,0,0,0,0,0,46,39
1337,29,0,0,66,120,0,0,1,0,0,0,0,0,0,0,1,12,55,20,1,67,13,72,147,22,11,0,0,0,0,80,27,410,67,0,3,8,2,0,2,57,16,0,0,0,0,0,0,0,0,0,0,0,44,41
1338,41,0,0,65,140,0,0,0,0,0,1,1,0,1,0,0,12,65,10,1,67,12,76,162,44,12,0,1,0,1,82,39,400,68,0,6,9,2,0,3,61,19,0,0,0,0,0,0,0,0,0,0,0,47,39
1339,21,30,7,62,115,0,0,0,0,0,0,0,0,0,0,0,8,45,13,1,70,13,66,160,22,12,0,0,0,0,81,33,510,53,0,9,10,2,1,8,56,16,0,0,0,0,0,0,0,0,0,0,0,46,44
1340,18,0,1,61,115,0,0,0,0,0,2,0,0,1,0,0,14,75,10,1,93,12,50,134,18,13,0,0,0,0,82,36,410,42,1,9,9,1,3,9,56,14,4,0,0,0,0,0,0,0,0,0,1,46,36
1341,20,0,1,62,115,1,0,0,0,0,1,0,1,1,0,1,12,25,10,1,70,12,70,130,20,15,0,0,0,0,78,31,420,46,0,7,9,0,3,1,50,16,0,0,0,0,0,0,0,0,0,0,0,43,39
1342,27,0,0,66,170,0,0,0,1,0,1,1,0,0,0,0,7,75,16,1,57,12,60,178,28,9,1,0,0,0,77,37,510,62,1,9,9,3,0,3,67,19,0,0,0,0,0,0,0,0,0,0,0,47,42
1343,21,30,5,66,160,0,0,0,0,0,0,1,0,1,0,0,11,85,5,1,83,10,90,189,25,14,0,0,0,0,81,33,490,68,0,9,9,3,0,6,59,16,0,0,0,0,0,0,0,0,0,0,0,46,46
1344,43,1,2,61,140,0,0,0,0,0,0,0,0,0,0,1,9,55,10,1,33,14,70,167,41,7,0,1,0,0,77,29,265,61,0,3,8,2,0,3,53,16,5,0,0,1,0,0,0,0,0,0,1,42,42
1345,31,0,0,66,145,0,0,0,0,0,0,2,0,2,0,0,5,45,8,1,37,14,80,166,34,5,0,0,0,0,73,35,395,55,0,9,9,0,3,4,55,18,0,0,0,0,0,0,0,0,0,0,0,45,41
1346,35,10,19,65,116,0,0,0,0,0,1,0,0,1,0,0,12,55,12,1,63,11,66,140,41,12,0,0,0,0,81,38,640,52,0,8,9,2,0,2,57,17,0,0,0,0,0,0,0,0,0,0,0,49,39
1347,19,3,2,66,132,0,0,0,0,0,0,0,0,0,0,1,12,45,5,1,70,12,68,164,19,12,0,0,0,0,87,30,320,50,1,8,9,2,0,3,56,15,0,0,0,0,0,0,0,0,0,0,0,46,40
1348,21,0,3,66,156,0,0,0,0,0,0,0,0,2,0,0,12,45,8,1,70,11,70,175,21,12,0,0,0,0,86,41,340,48,1,6,7,3,0,10,51,16,0,0,0,0,0,0,2,0,0,0,0,48,38
1349,34,20,13,63,128,0,0,0,0,0,1,0,0,0,1,0,11,55,12,1,63,15,72,151,34,12,0,0,0,0,82,30,450,57,1,8,10,2,0,5,65,20,0,0,0,0,0,0,0,0,0,0,0,44,40
1350,23,10,5,62,125,0,0,0,0,0,0,0,0,0,0,0,11,15,10,1,43,12,70,154,22,12,0,0,0,0,84,35,470,46,0,9,9,3,0,4,61,18,0,0,0,0,0,0,0,0,0,0,0,47,41
1351,19,20,5,64,150,0,0,0,0,0,0,0,0,0,0,1,14,55,4,1,63,12,60,158,23,11,0,0,0,0,80,35,565,58,1,9,9,3,0,2,54,16,0,0,0,0,0,0,0,0,0,0,0,46,42
1352,20,20,3,64,145,0,0,0,0,0,0,0,0,0,0,0,12,45,8,1,60,12,70,169,25,11,0,0,0,0,79,36,530,50,1,6,9,3,0,2,55,16,0,0,1,0,0,0,0,0,0,0,0,47,41
1353,22,20,6,64,152,0,0,0,0,0,0,1,0,0,0,0,12,25,17,1,37,12,60,174,26,11,0,0,0,0,82,37,555,47,1,9,10,2,0,4,57,16,0,0,0,0,0,0,0,0,0,0,0,46,41
1354,39,0,0,64,169,0,0,0,0,0,0,0,0,1,0,0,9,55,7,1,43,13,68,187,43,7,0,0,0,0,82,32,475,54,1,6,9,1,1,6,46,14,0,0,0,0,0,0,0,0,0,0,0,45,41
1355,23,13,9,62,107,0,0,0,0,0,0,0,0,0,0,0,10,55,10,1,63,14,54,130,25,11,0,0,0,0,77,34,380,52,0,9,9,2,0,4,68,22,0,0,0,0,0,0,0,0,0,0,0,43,41
1356,22,20,5,61,115,0,0,0,0,0,0,0,0,0,0,0,12,35,7,1,57,13,60,135,21,12,0,0,0,0,87,32,325,65,1,8,8,3,0,10,66,19,0,0,0,0,0,0,0,0,0,0,0,46,38
1357,25,5,8,61,120,0,0,0,0,0,0,1,0,1,0,0,12,75,10,1,73,13,64,147,24,12,0,0,0,0,81,38,560,63,1,8,9,3,0,5,56,18,0,0,0,0,0,0,0,0,0,0,0,45,39
1358,25,0,0,63,125,0,0,0,0,0,1,0,0,0,0,0,12,35,18,1,23,12,80,155,39,5,3,1,0,0,83,32,460,65,1,7,9,3,0,4,59,19,0,0,0,0,0,0,0,0,0,0,0,46,37
1359,38,2,24,66,141,0,1,0,0,0,0,0,2,0,0,0,10,75,10,1,60,14,78,156,42,10,0,0,0,0,79,38,460,67,1,9,9,0,2,7,59,16,0,0,0,0,0,0,0,0,0,0,0,46,38
1360,35,13,15,60,126,0,0,0,0,0,0,0,0,0,0,0,14,45,8,1,83,11,80,149,32,17,0,2,0,0,76,28,490,98,1,8,9,0,2,3,67,21,0,0,0,0,0,0,0,0,0,0,0,44,40
1361,28,20,10,64,119,0,0,0,0,0,0,0,0,0,0,0,9,55,10,1,67,14,70,134,34,12,0,0,0,0,79,33,380,65,0,8,9,3,0,3,61,16,0,0,0,0,0,0,0,0,0,0,0,44,40
1362,21,20,5,65,100,0,0,2,0,0,0,0,0,0,0,0,12,35,10,1,47,13,68,125,23,11,0,0,0,0,76,22,400,52,1,3,9,3,0,7,62,18,0,0,0,0,0,0,0,0,0,0,0,45,38
1363,36,20,21,63,106,0,0,0,0,0,0,0,2,0,0,0,11,65,17,1,63,12,74,120,37,11,0,0,0,0,76,31,460,69,1,9,9,2,0,3,51,15,0,0,0,0,0,0,0,0,0,0,0,44,39
1364,24,0.5,10,64,220,0,0,0,0,0,0,1,0,1,0,0,12,45,8,1,50,14,92,227,29,8,0,0,0,0,79,31,490,47,1,6,9,3,0,9,59,15,0,0,0,0,0,0,0,0,0,0,1,46,42
1365,26,0,6,61,122,0,0,0,0,0,0,0,0,0,0,1,12,75,10,1,87,12,70,136,30,12,0,0,0,0,76,27,430,56,1,9,9,3,0,3,52,16,0,0,0,0,0,0,0,0,0,0,0,46,38
1366,28,40,10,62,119,0,0,0,0,0,1,2,0,1,0,0,12,65,8,1,53,18,60,140,35,9,0,1,0,0,79,26,655,50,1,7,9,2,0,3,71,22,0,0,0,0,0,0,0,0,0,0,0,46,41
1367,24,0.5,4,67,116,0,0,0,0,0,0,0,0,1,0,1,16,45,4,1,83,12,68,134,24,15,0,0,0,0,79,25,490,71,0,7,5,0,3,3,57,17,0,0,0,1,0,0,0,0,0,0,1,45,39
1368,25,0.5,6,67,126,0,0,0,0,0,0,1,0,0,0,0,16,45,8,1,77,12,80,141,25,12,0,0,0,0,73,27,485,38,0,9,9,0,2,5,51,15,0,0,0,0,0,0,0,0,0,0,0,46,39
1369,27,20,10,64,125,0,0,0,0,0,0,2,0,0,0,0,12,55,12,1,73,14,60,137,27,12,0,0,0,0,82,35,450,42,0,8,10,3,0,4,45,15,0,0,0,0,0,0,0,0,0,0,0,44,40
1370,25,0,0,66,171,0,0,0,0,0,0,1,0,0,0,1,12,105,7,1,93,13,70,190,31,18,0,0,0,0,78,28,530,49,1,9,9,0,3,6,52,15,0,0,0,0,0,0,0,0,0,0,0,45,39
1371,27,0,0,67,170,0,0,0,0,0,0,0,0,0,1,0,12,25,10,1,70,13,72,198,32,18,0,0,0,0,79,28,460,62,1,8,10,3,0,5,57,18,0,0,0,0,0,0,0,0,0,0,0,47,39
1372,26,0,0,61,125,0,0,0,0,0,0,1,0,0,0,0,14,45,20,1,77,14,92,139,25,12,0,0,0,0,79,29,360,63,0,6,9,0,2,3,50,17,1,0,0,0,0,0,0,0,0,0,2,45,39
1373,38,0,0,66,134,0,0,0,0,0,0,2,0,1,0,0,6,35,26,1,25,12,88,183,39,2,0,0,0,0,80,38,650,70,0,7,9,3,0,3,60,15,0,0,0,0,0,0,0,0,0,0,0,44,40
1374,20,0,0.5,61,132,0,0,0,0,0,1,0,0,1,0,1,12,65,10,1,57,13,80,150,24,10,0,1,0,0,83,38,390,52,0,9,9,2,0,3,51,15,0,0,0,0,0,0,0,0,0,0,0,46,41
1375,18,0,0,65,120,0,0,0,0,0,0,0,0,0,0,1,13,75,7,1,80,13,88,144,21,12,0,0,0,0,76,33,440,47,0,8,9,0,3,5,56,16,0,0,0,0,0,0,0,0,0,0,0,44,41
1376,20,0,0,67,120,0,0,0,0,0,0,0,0,1,0,1,13,45,10,1,83,14,70,138,23,14,0,0,0,0,81,32,535,57,1,9,9,2,0,8,58,18,0,0,0,0,0,0,0,0,0,0,0,46,43
1377,21,0,0,65,110,0,0,0,0,0,0,0,0,1,0,0,12,55,10,1,87,14,78,130,24,16,0,0,0,0,79,39,500,50,0,9,9,0,3,6,49,14,0,0,0,0,0,0,0,0,0,0,0,45,41
1378,22,20,7,64,145,0,0,0,1,0,0,0,0,0,0,0,9,55,8,1,67,11,60,166,29,12,0,0,0,0,80,28,410,64,1,6,9,2,0,0,60,19,0,0,0,0,0,0,0,0,0,0,0,46,37
1379,23,20,8,64,152,0,0,0,0,0,0,0,0,0,0,0,9,55,10,1,57,11,70,172,30,10,0,0,0,0,70,22,470,56,1,8,8,3,0,7,46,15,0,0,0,0,0,0,0,0,0,0,0,45,35
1380,23,40,7,63,108,0,0,0,0,0,0,1,0,0,0,0,10,35,13,1,37,12,74,143,35,11,0,0,0,0,78,30,510,31,1,6,9,3,0,5,53,15,0,0,0,0,0,0,0,0,0,0,1,44,38
1381,24,40,8,64,110,0,0,0,1,0,0,1,0,0,0,0,11,45,13,1,43,12,60,154,38,11,0,0,0,0,84,36,360,52,0,9,9,3,0,5,67,22,0,0,0,0,0,0,0,0,0,0,0,44,40
1382,24,6,5,64,128,0,0,0,5,0,3,0,0,0,0,0,9,55,10,1,53,12,90,155,36,10,1,0,0,1,76,38,480,67,1,7,9,2,0,9,60,18,0,0,0,4,0,0,0,1,0,0,1,46,36
1383,22,0,0,58,90,0,0,0,0,0,1,1,0,0,0,1,9,75,8,1,73,14,66,127,22,11,0,0,0,0,79,31,570,51,1,8,9,2,0,5,43,11,5,0,0,0,0,0,0,0,0,0,3,46,40
1384,20,10,2,62,115,0,0,0,0,0,0,0,0,0,0,0,10,55,10,1,57,13,70,135,26,12,0,0,0,0,84,39,550,74,0,4,9,2,0,3,48,13,0,0,0,0,0,0,0,0,0,0,0,47,45
1385,22,2,8,64,118,0,0,0,0,0,0,0,1,0,1,0,10,45,13,1,53,12,70,132,28,12,0,0,0,0,94,40,715,91,1,8,9,3,0,1,50,15,0,0,0,0,0,0,0,0,0,0,0,49,42
1386,26,0,5,63,155,0,0,0,0,0,0,0,0,1,0,0,16,45,6,1,70,12,88,166,32,17,0,0,0,0,80,41,410,57,1,9,9,2,0,6,65,21,0,0,0,0,0,0,0,0,0,0,0,46,44
1387,29,0,0,62,118,0,0,1,0,0,1,1,0,1,0,1,13,45,10,1,50,14,54,147,30,11,0,0,0,0,81,27,325,42,0,9,9,3,0,4,59,16,0,0,0,0,0,0,0,0,0,0,0,46,40
1388,45,20,27,64,132,0,0,0,0,0,1,2,0,0,0,0,12,45,10,1,70,13,90,149,49,12,2,4,0,1,77,27,345,70,1,4,8,3,0,6,65,20,0,0,0,0,0,0,0,0,0,0,0,45,38
1389,21,0,0.5,64,137,0,0,1,0,0,0,0,0,0,0,1,12,75,8,1,70,12,50,173,22,12,0,0,0,0,86,40,560,83,0,8,9,0,3,3,53,14,0,0,0,0,0,0,0,0,0,0,0,44,41
1390,23,0,0,64,154,0,0,4,0,0,3,0,1,1,0,0,12,85,10,1,70,18,68,161,24,12,0,0,0,0,83,36,360,70,0,4,8,1,1,4,60,20,0,0,0,0,0,0,0,0,0,0,0,45,40
1391,22,0,4,61,97,0,0,0,1,0,0,1,0,0,0,0,16,55,20,1,80,11,60,128,24,12,0,0,0,0,83,33,540,68,1,8,9,0,3,3,60,18,0,0,0,0,0,0,0,0,0,0,0,45,41
1392,24,0,3,61,105,0,0,0,0,0,0,0,0,1,0,0,16,55,6,1,87,11,68,128,26,16,0,0,0,0,80,31,390,75,1,8,9,0,2,7,58,18,0,0,0,0,0,0,0,0,0,0,0,46,40
1393,21,0,3,60,165,0,0,0,0,0,2,0,0,0,0,0,9,35,12,1,37,12,70,177,26,9,0,0,0,1,75,24,400,38,0,8,9,5,0,7,20,6,0,0,0,3,0,1,2,1,0,0,3,47,36
1394,21,0,0,61,130,3,0,0,0,0,0,0,0,0,0,0,12,35,8,1,47,13,80,145,25,12,0,0,0,0,81,39,340,47,1,9,10,2,0,5,60,18,0,0,0,0,0,0,0,0,0,0,0,46,32
1395,31,0,12,66,102,0,1,0,0,0,1,1,1,0,0,0,12,95,8,1,70,13,56,144,37,16,1,0,0,1,81,36,350,55,0,7,9,2,0,2,68,22,0,0,0,0,0,0,0,0,0,0,0,47,40
1396,41,10,26,63,160,0,0,0,1,0,0,4,1,1,0,0,12,75,10,1,70,13,76,174,40,12,1,0,0,1,81,37,470,76,1,8,9,3,0,7,65,19,0,0,0,0,0,0,0,0,0,0,0,44,42
1397,22,30,4,64,115,0,0,0,0,0,0,0,0,1,0,0,9,75,10,1,60,14,80,137,25,10,0,0,0,0,76,28,450,60,1,8,9,2,0,4,63,19,0,0,0,0,0,0,0,0,0,0,0,44,38
1398,29,0,0,63,135,0,0,0,0,0,0,0,0,0,0,1,6,65,10,1,83,13,60,150,34,12,0,0,0,0,83,40,400,77,0,7,9,3,0,6,60,18,0,0,0,0,0,0,0,0,0,0,1,46,42
1399,31,0,0,60,130,0,2,2,1,0,0,2,1,1,0,0,10,65,12,1,47,14,82,142,32,9,0,0,0,0,82,39,435,68,1,5,9,3,0,7,57,15,0,0,0,0,0,0,0,0,0,0,0,46,38
1400,20,5,4,61,100,0,0,0,0,0,0,0,0,0,0,0,9,65,7,1,37,11,62,134,21,9,0,0,0,0,82,36,380,65,1,5,9,2,0,7,55,16,0,0,0,0,0,0,0,0,0,0,0,45,40
1401,23,10,7,61,108,0,0,0,0,0,1,0,1,0,0,0,9,35,10,1,33,11,60,130,24,9,0,0,0,0,81,32,380,63,0,9,10,3,0,6,64,19,0,0,0,0,0,0,0,0,0,0,0,46,39
1402,39,20,10,64,130,0,0,2,0,0,0,1,0,2,0,0,12,55,8,1,87,11,76,147,40,16,0,0,0,0,90,35,410,66,1,9,9,2,0,9,63,16,0,0,0,0,0,0,0,0,0,0,0,46,38
1403,19,2,3,62,122,0,0,0,0,0,2,1,0,1,0,0,11,35,8,1,43,11,80,147,22,12,0,0,0,0,79,38,435,80,0,9,10,3,0,4,50,15,0,0,0,0,0,0,0,0,0,0,0,43,49
1404,21,20,8,66,150,0,0,0,0,0,0,1,0,0,0,0,12,55,10,1,47,11,48,171,21,10,0,1,0,0,85,38,525,65,0,9,9,2,0,0,71,20,0,1,0,0,0,0,0,0,0,0,0,44,42
1405,18,0,0,61,95,0,0,0,0,0,0,0,0,0,0,0,10,25,10,1,27,13,70,114,20,9,0,0,0,0,80,35,360,52,1,9,8,2,0,7,67,19,0,0,0,0,0,0,0,0,0,0,0,43,34
1406,22,0,1,60,98,0,0,0,0,0,0,0,1,1,0,0,11,35,10,1,33,13,96,119,24,9,2,0,0,0,83,29,510,72,1,6,9,2,0,1,58,18,0,0,0,0,0,0,0,0,0,0,0,47,37
